Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
John Stones,eng ENG,"DF,MF",30,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"DF,MF",30.0,6.1,2.0,2.0,2.0,100.0,0.33,0.33,1.0,1.0,5.1,0.0,0.0,0.0,0.4,0.4,0.22,1.6,1.6,Matches,Manchester City,367.0,403.0,91.1,6382.0,1601.0,169.0,179.0,94.4,161.0,174.0,92.5,31.0,40.0,77.5,0.0,0.1,0.2,-0.1,2.0,42.0,0.0,0.0,21.0,389.0,13.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.31,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,1.0,5.0,5.0,100.0,0.0,5.0,3.0,2.0,4.0,10.0,19.0,1.0,442.0,40.0,142.0,234.0,68.0,4.0,442.0,2.0,2.0,100.0,0.0,0.0,292.0,2146.0,1183.0,10.0,14.0,0.0,2.0,0.0,333.0,2.0,50,16.0,6,74,3,5,21,4,2.00,14,11,+3,+0.49,-0.29,9.8,5.7,+4.1,+0.67,+0.16,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,8.0,6.0,57.1
Josh Wilson-Esbrand,eng ENG,DF,21,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,2,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Joško Gvardiol,hr CRO,DF,22,37,36,3277,36.4,5,0,5,5,0,0,2,0,4.6,4.3,2.1,6.3,91,264,121,0.14,0.00,0.14,0.14,0.14,0.13,0.06,0.18,0.12,0.17,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,hr CRO,DF,22.0,36.4,5.0,40.0,12.0,30.0,1.1,0.33,0.13,0.42,12.9,0.0,0.0,0.0,4.6,4.3,0.11,0.4,0.7,Matches,Manchester City,2454.0,2721.0,90.2,39905.0,10760.0,1198.0,1274.0,94.0,1128.0,1217.0,92.7,107.0,162.0,66.0,0.0,2.1,2.9,-2.1,26.0,247.0,20.0,1.0,264.0,2502.0,211.0,41.0,6.0,11.0,22.0,163.0,0.0,0.0,0.0,0.0,8.0,33.0,76.0,2.09,69.0,1.0,2.0,3.0,1.0,0.0,7.0,0.19,6.0,0.0,1.0,0.0,0.0,0.0,58.0,39.0,25.0,21.0,12.0,21.0,40.0,52.5,19.0,42.0,20.0,22.0,44.0,102.0,122.0,8.0,3103.0,146.0,764.0,1549.0,815.0,98.0,3103.0,43.0,25.0,58.1,14.0,32.6,1997.0,10574.0,6002.0,91.0,102.0,15.0,29.0,16.0,2257.0,121.0,89,95.8,36,90,33,1,45,1,1.92,70,41,+29,+0.80,+1.43,66.4,43.3,+23.1,+0.63,+2.34,2.0,0.0,0.0,16.0,27.0,3.0,0.0,0.0,0.0,137.0,54.0,41.0,56.8
Kevin De Bruyne,be BEL,"MF,FW",33,28,19,1702,18.9,4,7,11,4,0,0,2,0,5.1,5.1,8.0,13.1,51,157,150,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,be BEL,"MF,FW",33.0,18.9,4.0,57.0,15.0,26.3,3.01,0.79,0.07,0.27,21.4,8.0,0.0,0.0,5.1,5.1,0.09,-1.1,-1.1,Matches,Manchester City,908.0,1196.0,75.9,15487.0,4454.0,459.0,537.0,85.5,346.0,449.0,77.1,90.0,159.0,56.6,7.0,8.0,6.7,-1.0,57.0,88.0,59.0,13.0,157.0,1031.0,160.0,32.0,15.0,10.0,145.0,18.0,94.0,33.0,20.0,2.0,5.0,28.0,113.0,5.97,73.0,26.0,3.0,6.0,3.0,2.0,11.0,0.58,9.0,1.0,0.0,1.0,0.0,0.0,17.0,9.0,7.0,5.0,5.0,5.0,23.0,21.7,18.0,8.0,0.0,8.0,7.0,24.0,10.0,1.0,1368.0,10.0,75.0,455.0,850.0,79.0,1368.0,34.0,13.0,38.2,17.0,50.0,812.0,4001.0,2076.0,51.0,51.0,20.0,26.0,28.0,1021.0,150.0,61,49.8,19,83,7,9,15,5,1.82,42,19,+23,+1.22,+0.95,34.4,21.1,+13.2,+0.70,+0.32,2.0,0.0,0.0,17.0,18.0,5.0,0.0,0.0,0.0,64.0,5.0,16.0,23.8
Kyle Walker,eng ENG,DF,34,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,34.0,10.8,0.0,5.0,2.0,40.0,0.46,0.19,0.0,0.0,27.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,Manchester City,724.0,826.0,87.7,11928.0,3918.0,367.0,388.0,94.6,305.0,334.0,91.3,42.0,82.0,51.2,0.0,0.4,1.3,-0.4,7.0,63.0,7.0,4.0,64.0,727.0,99.0,18.0,2.0,7.0,14.0,81.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,1.58,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,7.0,3.0,14.0,26.0,53.8,12.0,13.0,4.0,9.0,3.0,20.0,13.0,1.0,892.0,26.0,197.0,473.0,228.0,5.0,892.0,6.0,3.0,50.0,2.0,33.3,499.0,2284.0,1106.0,12.0,13.0,0.0,9.0,2.0,630.0,11.0,65,28.4,9,89,8,6,29,2,1.40,13,21,-8,-0.74,-2.06,15.4,19.3,-3.9,-0.36,-1.26,3.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,46.0,9.0,7.0,56.3
Manuel Akanji,ch SUI,DF,29,26,23,2014,22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,46,158,7,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ch SUI,DF,29.0,22.4,0.0,15.0,2.0,13.3,0.67,0.09,0.0,0.0,14.7,0.0,0.0,0.0,1.6,1.6,0.1,-1.6,-1.6,Matches,Manchester City,1632.0,1744.0,93.6,27046.0,7578.0,776.0,812.0,95.6,757.0,795.0,95.2,84.0,113.0,74.3,0.0,0.4,1.3,-0.4,9.0,177.0,11.0,2.0,158.0,1707.0,36.0,18.0,4.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,37.0,1.65,37.0,0.0,0.0,0.0,0.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,12.0,4.0,3.0,11.0,17.0,64.7,6.0,11.0,8.0,3.0,9.0,28.0,64.0,3.0,1881.0,119.0,559.0,920.0,405.0,19.0,1881.0,2.0,2.0,100.0,0.0,0.0,1254.0,6953.0,4234.0,46.0,64.0,0.0,5.0,5.0,1483.0,7.0,77,58.9,23,86,20,3,12,2,2.04,46,28,+18,+0.80,+0.16,43.7,29.1,+14.6,+0.65,+0.28,3.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,103.0,30.0,33.0,47.6
Mateo Kovačić,hr CRO,MF,30,31,25,2198,24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,56,164,16,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,hr CRO,MF,30.0,24.4,6.0,45.0,12.0,26.7,1.84,0.49,0.13,0.5,22.9,0.0,0.0,0.0,1.9,1.9,0.04,4.1,4.1,Matches,Manchester City,1742.0,1882.0,92.6,27279.0,7278.0,919.0,967.0,95.0,735.0,770.0,95.5,69.0,105.0,65.7,2.0,3.6,3.2,-1.6,33.0,206.0,30.0,0.0,164.0,1845.0,33.0,32.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,73.0,2.99,59.0,0.0,4.0,5.0,4.0,1.0,8.0,0.33,6.0,0.0,1.0,1.0,0.0,0.0,69.0,38.0,23.0,38.0,8.0,31.0,65.0,47.7,34.0,20.0,0.0,20.0,24.0,93.0,21.0,1.0,2123.0,53.0,318.0,1199.0,627.0,17.0,2123.0,41.0,22.0,53.7,11.0,26.8,1445.0,8397.0,3961.0,56.0,78.0,3.0,19.0,29.0,1729.0,16.0,71,64.3,25,82,12,6,26,2,1.94,50,28,+22,+0.90,+0.46,45.2,31.1,+14.2,+0.58,+0.12,5.0,1.0,0.0,24.0,26.0,0.0,0.0,0.0,0.0,114.0,10.0,9.0,52.6
Matheus Nunes,pt POR,"DF,MF",25,26,19,1674,18.6,1,6,7,1,0,0,4,0,1.2,1.2,4.4,5.6,63,79,175,0.05,0.32,0.38,0.05,0.38,0.07,0.23,0.30,0.07,0.30,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,pt POR,"DF,MF",25.0,18.6,1.0,9.0,4.0,44.4,0.48,0.22,0.11,0.25,19.0,0.0,0.0,0.0,1.2,1.2,0.14,-0.2,-0.2,Matches,Manchester City,1065.0,1234.0,86.3,16409.0,2994.0,598.0,651.0,91.9,398.0,458.0,86.9,53.0,81.0,65.4,6.0,4.4,3.3,1.6,23.0,53.0,26.0,7.0,79.0,1103.0,130.0,13.0,3.0,8.0,45.0,109.0,7.0,5.0,0.0,0.0,1.0,24.0,46.0,2.47,35.0,2.0,3.0,3.0,3.0,0.0,8.0,0.43,5.0,0.0,1.0,2.0,0.0,0.0,35.0,22.0,15.0,14.0,6.0,16.0,38.0,42.1,22.0,17.0,4.0,13.0,15.0,50.0,38.0,2.0,1416.0,47.0,251.0,560.0,614.0,62.0,1416.0,41.0,19.0,46.3,14.0,34.1,866.0,4503.0,2315.0,63.0,37.0,24.0,32.0,13.0,1013.0,175.0,64,48.9,19,86,16,7,5,9,2.08,33,19,+14,+0.75,+0.03,31.9,24.4,+7.5,+0.41,-0.26,4.0,0.0,0.0,30.0,20.0,6.0,0.0,1.0,0.0,70.0,14.0,19.0,42.4
Max Alleyne,eng ENG,DF,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,2,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Nathan Aké,nl NED,DF,29,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Manchester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,29.0,7.5,0.0,3.0,0.0,0.0,0.4,0.0,0.0,N/a,10.0,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,Matches,Manchester City,509.0,542.0,93.9,8321.0,2950.0,248.0,253.0,98.0,237.0,244.0,97.1,20.0,34.0,58.8,0.0,0.0,0.2,0.0,1.0,42.0,1.0,0.0,50.0,514.0,26.0,13.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,1.06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,2.0,0.0,4.0,6.0,66.7,2.0,7.0,2.0,5.0,3.0,12.0,22.0,1.0,596.0,51.0,205.0,331.0,61.0,5.0,596.0,1.0,1.0,100.0,0.0,0.0,403.0,2244.0,1501.0,12.0,12.0,1.0,4.0,3.0,449.0,2.0,68,19.8,8,79,2,2,24,9,1.40,11,11,0,0.00,-0.92,12.6,13.5,-0.9,-0.12,-0.82,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,10.0,56.5
