Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP_stats_keeper_9,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Playing Time_Mn/MP,Playing Time_Min%,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Jamaal Lascelles,eng ENG,DF,30.0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Joe Willock,eng ENG,"MF,FW",24.0,32,11,1086.0,12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,2.1,3.8,38.0,41.0,86.0,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"MF,FW",24.0,18.0,3.0,16.7,1.49,0.25,0.0,0.0,15.1,0.0,0.09,-1.6,-1.6,Matches,Newcastle Utd,300.0,363.0,82.6,4282.0,903.0,174.0,195.0,89.2,107.0,123.0,87.0,10.0,22.0,45.5,0.9,-0.1,22.0,28.0,8.0,0.0,356.0,5.0,0.0,0.0,2.0,18.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,45.0,3.73,36.0,0.0,3.0,3.0,1.0,2.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,15.0,12.0,3.0,18.0,31.0,58.1,13.0,24.0,6.0,18.0,6.0,36.0,7.0,0.0,533.0,12.0,74.0,231.0,239.0,55.0,533.0,35.0,12.0,34.3,17.0,48.6,325.0,2217.0,1034.0,28.0,16.0,37.0,23.0,372.0,34.0,31.8,62.0,0,21,19.0,1,1.59,19.0,16.0,3.0,0.25,-0.45,18.9,14.7,4.2,0.35,-0.19,0.0,23.0,13.0,3.0,0.0,0.0,0.0,40.0,5.0,14.0,26.3
Joelinton,br BRA,"MF,FW",27.0,29,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,"MF,FW",27.0,45.0,13.0,28.9,1.69,0.49,0.09,0.31,14.0,0.0,0.09,0.1,0.1,Matches,Newcastle Utd,863.0,1043.0,82.7,12199.0,3384.0,529.0,603.0,87.7,277.0,320.0,86.6,33.0,55.0,60.0,2.3,0.5,23.0,80.0,17.0,2.0,1014.0,26.0,11.0,7.0,2.0,16.0,14.0,0.0,0.0,0.0,0.0,3.0,23.0,61.0,2.29,46.0,2.0,1.0,5.0,1.0,6.0,9.0,0.34,7.0,0.0,0.0,1.0,0.0,1.0,57.0,35.0,23.0,23.0,11.0,25.0,44.0,56.8,19.0,37.0,7.0,30.0,23.0,80.0,47.0,2.0,1360.0,67.0,256.0,670.0,448.0,83.0,1360.0,46.0,15.0,32.6,28.0,60.9,729.0,3598.0,1786.0,26.0,9.0,39.0,53.0,934.0,83.0,70.0,83.0,18,0,N/a,0,1.83,51.0,32.0,19.0,0.71,0.54,46.4,31.5,14.9,0.56,0.27,0.0,58.0,35.0,7.0,0.0,0.0,0.0,149.0,59.0,46.0,56.2
John Ruddy,eng ENG,GK,37.0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,8,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Kieran Trippier,eng ENG,DF,33.0,25,14,1309.0,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,26.0,117.0,58.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,33.0,4.0,0.0,0.0,0.28,0.0,0.0,N/a,23.6,2.0,0.03,-0.1,-0.1,Matches,Newcastle Utd,1036.0,1256.0,82.5,17676.0,6130.0,500.0,529.0,94.5,432.0,504.0,85.7,83.0,172.0,48.3,1.5,1.6,22.0,70.0,22.0,2.0,1007.0,246.0,50.0,3.0,3.0,82.0,133.0,62.0,26.0,8.0,15.0,3.0,16.0,54.0,3.71,32.0,20.0,0.0,2.0,0.0,0.0,6.0,0.41,4.0,2.0,0.0,0.0,0.0,0.0,38.0,21.0,18.0,14.0,6.0,22.0,36.0,61.1,14.0,11.0,3.0,8.0,12.0,50.0,49.0,0.0,1388.0,50.0,375.0,616.0,406.0,13.0,1388.0,8.0,4.0,50.0,4.0,50.0,609.0,2258.0,1224.0,14.0,4.0,11.0,8.0,847.0,52.0,38.3,77.0,2,11,21.0,6,1.6,29.0,18.0,11.0,0.76,0.33,26.8,17.2,9.6,0.66,0.29,0.0,16.0,11.0,2.0,0.0,0.0,0.0,68.0,22.0,15.0,59.5
Leo Shahar,eng ENG,DF,17.0,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Lewis Hall,eng ENG,DF,19.0,27,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,19.0,11.0,1.0,9.1,0.45,0.04,0.0,0.0,18.8,0.0,0.04,-0.4,-0.4,Matches,Newcastle Utd,1300.0,1592.0,81.7,21999.0,8891.0,653.0,715.0,91.3,525.0,617.0,85.1,104.0,202.0,51.5,3.7,-0.3,34.0,114.0,17.0,5.0,1300.0,287.0,68.0,4.0,2.0,110.0,164.0,55.0,45.0,2.0,0.0,5.0,27.0,63.0,2.59,44.0,18.0,0.0,0.0,1.0,0.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0,58.0,41.0,28.0,22.0,8.0,40.0,74.0,54.1,34.0,33.0,18.0,15.0,18.0,76.0,75.0,3.0,1820.0,95.0,623.0,804.0,414.0,47.0,1820.0,21.0,11.0,52.4,7.0,33.3,950.0,4398.0,2358.0,22.0,13.0,33.0,20.0,1094.0,81.0,64.0,87.0,18,3,30.0,0,1.63,45.0,31.0,14.0,0.58,0.06,42.5,28.8,13.7,0.56,0.23,0.0,9.0,21.0,1.0,0.0,0.0,0.0,119.0,30.0,31.0,49.2
Lewis Miley,eng ENG,MF,18.0,14,1,313.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,17.0,8.0,0.29,0.0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,18.0,3.0,2.0,66.7,0.86,0.58,0.33,0.5,14.6,0.0,0.18,0.5,0.5,Matches,Newcastle Utd,168.0,191.0,88.0,2439.0,402.0,94.0,105.0,89.5,59.0,61.0,96.7,7.0,10.0,70.0,0.3,0.0,1.0,11.0,4.0,0.0,189.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.15,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,5.0,7.0,2.0,7.0,14.0,50.0,7.0,5.0,1.0,4.0,2.0,16.0,5.0,2.0,235.0,5.0,44.0,124.0,68.0,6.0,235.0,3.0,1.0,33.3,1.0,33.3,112.0,544.0,202.0,2.0,0.0,8.0,1.0,163.0,22.0,9.2,90.0,1,13,17.0,12,2.14,6.0,4.0,2.0,0.58,0.02,4.9,5.2,-0.3,-0.09,-0.63,0.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,6.0,7.0,46.2
Lloyd Kelly,eng ENG,DF,25.0,10,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,25.0,3.0,0.0,0.0,0.89,0.0,0.0,N/a,7.3,0.0,0.14,-0.4,-0.4,Matches,Newcastle Utd,146.0,181.0,80.7,2636.0,867.0,57.0,65.0,87.7,78.0,87.0,89.7,10.0,24.0,41.7,0.1,0.5,2.0,6.0,1.0,1.0,159.0,22.0,7.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,4.0,2.0,1.0,6.0,17.0,0.0,215.0,26.0,105.0,94.0,19.0,4.0,215.0,3.0,2.0,66.7,1.0,33.3,120.0,474.0,202.0,2.0,0.0,3.0,2.0,129.0,30.0,8.9,68.0,1,6,6.0,14,1.6,1.0,6.0,-5.0,-1.49,-2.24,4.1,5.8,-1.7,-0.51,-1.09,0.0,5.0,5.0,1.0,0.0,0.0,0.0,19.0,6.0,2.0,75.0
Martin Dúbravka,sk SVK,GK,35.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd,sk SVK,GK,35.0,10.0,900.0,12.0,1.2,41.0,29.0,70.7,7.0,0.0,3.0,5.0,50.0,0.0,0.0,0.0,0.0,N/a,Matches,Newcastle Utd,1.0,0.0,12.9,0.32,0.9,0.09,18.0,80.0,22.5,273.0,54.0,15.8,25.2,59.0,62.7,45.4,127.0,10.0,7.9,11.0,1.1,15.3,sk SVK,GK,35.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,N/a,0.0,0.0,Matches,Newcastle Utd,265.0,333.0,79.6,5932.0,3082.0,58.0,58.0,100.0,161.0,161.0,100.0,45.0,112.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,246.0,86.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,350.0,262.0,337.0,14.0,0.0,0.0,350.0,0.0,0.0,N/a,0.0,N/a,202.0,1043.0,643.0,0.0,0.0,0.0,0.0,175.0,90.0,26.3,90.0,10,0,N/a,24,2.1,23.0,12.0,11.0,1.1,0.74,20.2,10.8,9.4,0.94,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,100.0
Matt Targett,eng ENG,DF,28.0,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,28.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,N/a,0.0,0.0,Matches,Newcastle Utd,14.0,15.0,93.3,187.0,49.0,9.0,10.0,90.0,4.0,4.0,100.0,1.0,1.0,100.0,0.1,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,3.0,8.0,6.0,0.0,17.0,0.0,0.0,N/a,0.0,N/a,4.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,11.0,0.6,N/a,0,2,11.0,16,1.5,1.0,0.0,1.0,4.29,3.76,0.3,0.3,0.0,0.05,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,N/a
Miguel Almirón,py PAR,FW,30.0,9,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,py PAR,FW,30.0,6.0,2.0,33.3,3.44,1.15,0.0,0.0,14.2,0.0,0.09,-0.5,-0.5,Matches,Newcastle Utd,54.0,66.0,81.8,707.0,219.0,39.0,42.0,92.9,13.0,16.0,81.3,1.0,3.0,33.3,0.2,-0.3,3.0,3.0,1.0,0.0,64.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,4.59,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,81.0,1.0,10.0,35.0,36.0,9.0,81.0,2.0,1.0,50.0,1.0,50.0,54.0,284.0,93.0,3.0,2.0,0.0,2.0,59.0,17.0,4.6,67.0,0,8,11.0,14,1.56,1.0,3.0,-2.0,-1.15,-1.78,2.8,3.6,-0.8,-0.47,-1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Nick Pope,eng ENG,GK,32.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd,eng ENG,GK,32.0,28.0,2520.0,35.0,1.25,120.0,86.0,71.7,13.0,6.0,9.0,8.0,28.6,2.0,1.0,1.0,0.0,50.0,Matches,Newcastle Utd,3.0,2.0,34.8,0.28,1.8,0.06,72.0,257.0,28.0,595.0,192.0,25.7,30.7,187.0,55.6,43.6,359.0,39.0,10.9,64.0,2.29,16.0,eng ENG,GK,32.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,N/a,0.0,0.0,Matches,Newcastle Utd,575.0,782.0,73.5,14597.0,8818.0,120.0,121.0,99.2,300.0,305.0,98.4,151.0,351.0,43.0,0.0,0.0,1.0,2.0,0.0,0.0,528.0,254.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.25,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,1.0,0.0,1.0,1.0,1.0,32.0,5.0,872.0,688.0,857.0,15.0,0.0,0.0,872.0,0.0,0.0,N/a,0.0,N/a,439.0,2510.0,1708.0,0.0,0.0,0.0,1.0,305.0,90.0,73.7,90.0,28,0,N/a,3,1.61,45.0,35.0,10.0,0.36,-0.74,43.6,34.7,8.9,0.32,-0.62,0.0,2.0,5.0,0.0,0.0,2.0,0.0,24.0,11.0,1.0,91.7
