Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Gustavo Nunes,br BRA,"FW,MF",18,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,"FW,MF",18.0,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,1.0,1.0,100.0,15.0,0.0,1.0,1.0,100.0,0.0,0.0,N/a,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.0,7.0,0.0,0.0,N/a,0.0,N/a,1.0,16.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4,0.4,0,N/a,0,3,4,4,2.33,0,2,-2,-15.00,-15.29,0.1,0.3,-0.2,-1.86,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a
Hákon Valdimarsson,is ISL,GK,22,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,is ISL,GK,22.0,2.0,1.0,145.0,1.6,2.0,1.24,4.0,3.0,50.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,N/a,Matches,Brentford,0.0,1.0,0.6,0.14,-0.4,-0.26,15.0,38.0,39.5,54.0,7.0,42.6,34.9,16.0,93.8,59.3,16.0,2.0,12.5,0.0,0.0,4.7,is ISL,GK,22.0,1.6,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,46.0,70.0,65.7,1445.0,1110.0,8.0,8.0,100.0,21.0,21.0,100.0,17.0,41.0,41.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,72.0,0.0,0.0,N/a,0.0,N/a,44.0,191.0,80.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,73,4.2,1,90,1,1,55,36,0.50,0,2,-2,-1.24,-1.54,3.1,1.5,+1.7,+1.03,+0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Iwan Morgan,wls WAL,FW,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,5,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jayden Meghoma,eng ENG,DF,18,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,18.0,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,3.0,3.0,100.0,28.0,7.0,3.0,3.0,100.0,0.0,0.0,N/a,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,N/a,0.0,N/a,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,0.1,0,N/a,0,1,5,13,0.00,1,0,+1,+18.00,+17.79,0.2,0.1,+0.1,+1.56,+1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N/a
Julian Eyestone,us USA,GK,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Keane Lewis-Potter,eng ENG,"DF,FW",23,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"DF,FW",23.0,34.4,1.0,28.0,14.0,50.0,0.81,0.41,0.04,0.07,20.2,1.0,0.0,0.0,3.1,3.1,0.11,-2.1,-2.1,Matches,Brentford,982.0,1273.0,77.1,16310.0,5025.0,532.0,591.0,90.0,335.0,426.0,78.6,88.0,181.0,48.6,3.0,3.2,4.9,-0.2,26.0,69.0,47.0,18.0,98.0,1112.0,153.0,8.0,5.0,9.0,78.0,139.0,5.0,2.0,0.0,0.0,8.0,29.0,71.0,2.07,56.0,0.0,5.0,3.0,6.0,1.0,8.0,0.23,6.0,0.0,0.0,0.0,2.0,0.0,49.0,27.0,26.0,16.0,7.0,31.0,50.0,62.0,19.0,28.0,10.0,18.0,21.0,70.0,76.0,3.0,1613.0,102.0,504.0,625.0,505.0,74.0,1613.0,101.0,41.0,40.6,50.0,49.5,868.0,6085.0,3211.0,98.0,69.0,35.0,51.0,20.0,966.0,156.0,81,90.4,36,85,26,2,17,0,1.47,58,49,+9,+0.26,+0.26,53.3,50.0,+3.3,+0.10,+0.02,7.0,0.0,0.0,18.0,31.0,4.0,1.0,0.0,0.0,146.0,27.0,35.0,43.5
Kevin Schade,de GER,FW,22,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,de GER,FW,22.0,25.5,11.0,55.0,27.0,49.1,2.16,1.06,0.2,0.41,11.5,0.0,0.0,0.0,8.2,8.2,0.15,2.8,2.8,Matches,Brentford,323.0,541.0,59.7,4930.0,1389.0,185.0,265.0,69.8,111.0,180.0,61.7,18.0,43.0,41.9,2.0,3.7,1.8,-1.7,23.0,32.0,11.0,3.0,38.0,483.0,57.0,0.0,1.0,4.0,38.0,54.0,0.0,0.0,0.0,0.0,1.0,20.0,57.0,2.24,35.0,6.0,6.0,4.0,5.0,1.0,9.0,0.35,5.0,0.0,1.0,3.0,0.0,0.0,39.0,25.0,17.0,10.0,12.0,13.0,23.0,56.5,10.0,19.0,4.0,15.0,5.0,44.0,34.0,0.0,883.0,43.0,154.0,238.0,507.0,146.0,883.0,89.0,30.0,33.7,52.0,58.4,434.0,3086.0,1357.0,61.0,28.0,38.0,60.0,36.0,543.0,165.0,60,67.0,26,79,6,12,21,0,1.47,45,34,+11,+0.43,+0.59,41.8,30.3,+11.5,+0.45,+1.09,3.0,0.0,0.0,21.0,38.0,13.0,1.0,0.0,0.0,83.0,90.0,80.0,52.9
Kim Jisoo,kr KOR,DF,19,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,kr KOR,DF,19.0,0.3,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,25.0,28.0,89.3,552.0,202.0,8.0,9.0,88.9,11.0,12.0,91.7,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,1.0,15.0,12.0,3.0,0.0,30.0,0.0,0.0,N/a,0.0,N/a,15.0,57.0,22.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,10,0.9,0,N/a,0,3,10,12,0.33,0,0,0,0.00,-0.24,0.0,0.3,-0.3,-0.76,-0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a
Kristoffer Ajer,no NOR,DF,26,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,no NOR,DF,26.0,16.0,0.0,9.0,3.0,33.3,0.56,0.19,0.0,0.0,9.5,0.0,0.0,0.0,1.0,1.0,0.11,-1.0,-1.0,Matches,Brentford,504.0,644.0,78.3,7868.0,2831.0,260.0,299.0,87.0,199.0,248.0,80.2,27.0,54.0,50.0,0.0,1.2,0.5,-1.2,8.0,44.0,7.0,4.0,56.0,570.0,73.0,2.0,0.0,3.0,14.0,71.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,1.13,15.0,0.0,1.0,2.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,14.0,11.0,1.0,14.0,27.0,51.9,13.0,17.0,4.0,13.0,12.0,38.0,50.0,0.0,795.0,53.0,265.0,368.0,168.0,38.0,795.0,16.0,7.0,43.8,8.0,50.0,387.0,2098.0,1180.0,27.0,11.0,2.0,15.0,12.0,491.0,44.0,60,42.0,17,79,5,7,14,2,1.33,20,25,-5,-0.31,-0.95,20.8,21.5,-0.7,-0.04,-0.23,5.0,0.0,0.0,13.0,6.0,2.0,0.0,0.0,0.0,42.0,27.0,23.0,54.0
Mads Roerslev,dk DEN,DF,25,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,DF,25.0,12.2,0.0,5.0,2.0,40.0,0.41,0.16,0.0,0.0,20.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,Matches,Brentford,422.0,536.0,78.7,6925.0,2249.0,205.0,233.0,88.0,179.0,224.0,79.9,27.0,49.0,55.1,2.0,3.0,2.1,-1.0,14.0,37.0,11.0,4.0,51.0,471.0,63.0,2.0,0.0,1.0,31.0,61.0,0.0,0.0,0.0,0.0,2.0,11.0,21.0,1.72,18.0,0.0,1.0,1.0,1.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,14.0,3.0,1.0,11.0,28.0,39.3,17.0,12.0,5.0,7.0,4.0,22.0,35.0,0.0,645.0,49.0,234.0,268.0,146.0,20.0,645.0,19.0,7.0,36.8,8.0,42.1,352.0,1630.0,858.0,17.0,13.0,0.0,9.0,6.0,406.0,54.0,58,32.2,11,88,9,8,16,4,1.21,19,20,-1,-0.08,-0.47,20.1,21.1,-1.0,-0.08,-0.26,2.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,39.0,10.0,14.0,41.7
Mark Flekken,nl NED,GK,31,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,Matches,Brentford,nl NED,GK,31.0,37.0,37.0,3275.0,36.4,55.0,1.51,203.0,150.0,73.4,16.0,8.0,13.0,7.0,18.9,1.0,1.0,0.0,0.0,0.0,Matches,Brentford,2.0,2.0,52.7,0.26,-0.3,-0.01,249.0,659.0,37.8,1498.0,122.0,33.7,34.4,212.0,72.6,54.8,581.0,46.0,7.9,34.0,0.93,11.5,nl NED,GK,31.0,36.4,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,1254.0,1717.0,73.0,37000.0,25308.0,154.0,157.0,98.1,678.0,695.0,97.6,422.0,858.0,49.2,2.0,0.5,0.1,1.5,3.0,50.0,2.0,0.0,0.0,1367.0,343.0,131.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.27,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,9.0,33.3,6.0,2.0,0.0,2.0,0.0,4.0,26.0,4.0,1824.0,1436.0,1777.0,52.0,0.0,0.0,1824.0,1.0,1.0,100.0,0.0,0.0,1122.0,5725.0,3253.0,0.0,0.0,0.0,3.0,0.0,1015.0,0.0,89,95.8,37,89,36,0,N/a,0,1.51,66,55,+11,+0.30,+1.54,55.9,54.0,+1.9,+0.05,-0.97,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,100.0
Mathias Jensen,dk DEN,MF,28,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.00,0.21,0.21,0.00,0.21,0.03,0.17,0.20,0.03,0.20,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,MF,28.0,9.6,0.0,6.0,1.0,16.7,0.63,0.1,0.0,0.0,23.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,Matches,Brentford,363.0,486.0,74.7,6736.0,2465.0,170.0,193.0,88.1,133.0,172.0,77.3,49.0,90.0,54.4,2.0,1.7,1.7,0.3,16.0,42.0,19.0,3.0,61.0,404.0,78.0,15.0,2.0,5.0,33.0,44.0,14.0,11.0,0.0,0.0,4.0,7.0,41.0,4.28,29.0,11.0,1.0,0.0,0.0,0.0,5.0,0.52,2.0,2.0,1.0,0.0,0.0,0.0,14.0,10.0,6.0,6.0,2.0,8.0,16.0,50.0,8.0,15.0,4.0,11.0,8.0,22.0,13.0,2.0,573.0,27.0,126.0,243.0,207.0,9.0,573.0,17.0,9.0,52.9,6.0,35.3,300.0,1296.0,598.0,6.0,12.0,0.0,9.0,7.0,350.0,27.0,36,25.2,8,73,2,16,17,0,1.71,20,17,+3,+0.31,+0.10,17.3,16.0,+1.3,+0.14,+0.06,2.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,48.0,8.0,5.0,61.5
Michael Kayode,it ITA,DF,20,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.00,0.17,0.17,0.00,0.17,0.04,0.21,0.25,0.04,0.25,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,it ITA,DF,20.0,5.9,0.0,2.0,0.0,0.0,0.34,0.0,0.0,N/a,16.8,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2,Matches,Brentford,184.0,241.0,76.3,3294.0,961.0,88.0,101.0,87.1,78.0,99.0,78.8,18.0,37.0,48.6,1.0,1.2,0.7,-0.2,8.0,12.0,3.0,2.0,12.0,183.0,58.0,0.0,0.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.24,9.0,7.0,1.0,1.0,1.0,0.0,3.0,0.51,3.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,12.0,5.0,0.0,9.0,13.0,69.2,4.0,3.0,0.0,3.0,7.0,24.0,19.0,0.0,313.0,23.0,101.0,121.0,97.0,13.0,313.0,18.0,9.0,50.0,8.0,44.4,144.0,944.0,500.0,12.0,7.0,3.0,13.0,3.0,143.0,24.0,44,15.4,6,78,1,6,11,1,1.83,15,5,+10,+1.70,+1.74,11.6,6.5,+5.1,+0.88,+0.92,2.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,34.0,9.0,4.0,69.2
