Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Marco Asensio,es ESP,MF,28,13,9,743,8.3,3,1,4,3,0,2,2,0,4.4,2.9,1.0,3.8,22,45,38,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,es ESP,MF,28.0,8.3,3.0,22.0,9.0,40.9,2.66,1.09,0.14,0.33,19.6,1.0,0.0,2.0,4.4,2.9,0.13,-1.4,0.1,Matches,Aston Villa,242.0,313.0,77.3,3581.0,1081.0,138.0,152.0,90.8,84.0,103.0,81.6,11.0,33.0,33.3,1.0,1.0,1.2,0.0,16.0,20.0,11.0,2.0,45.0,271.0,39.0,14.0,2.0,1.0,38.0,0.0,23.0,11.0,1.0,0.0,3.0,8.0,35.0,4.24,22.0,7.0,1.0,1.0,3.0,1.0,3.0,0.36,2.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,3.0,9.0,33.3,6.0,7.0,1.0,6.0,2.0,9.0,3.0,0.0,386.0,6.0,38.0,158.0,200.0,30.0,384.0,19.0,12.0,63.2,5.0,26.3,242.0,1466.0,682.0,22.0,21.0,5.0,9.0,8.0,265.0,38.0,57,21.7,9,72,3,4,23,0,2.00,18,8,+10,+1.21,+1.31,14.1,11.1,+3.0,+0.36,+0.26,2.0,0.0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0
Marcus Rashford,eng ENG,FW,26,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,2.3,4.5,22,13,42,0.41,0.41,0.81,0.20,0.61,0.62,0.46,1.08,0.46,0.92,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,FW,26.0,4.9,2.0,18.0,5.0,27.8,3.65,1.01,0.06,0.2,19.4,2.0,1.0,1.0,3.1,2.3,0.13,-1.1,-1.3,Matches,Aston Villa,117.0,164.0,71.3,1772.0,447.0,67.0,77.0,87.0,36.0,47.0,76.6,9.0,25.0,36.0,2.0,2.3,2.1,-0.3,13.0,2.0,9.0,2.0,13.0,134.0,29.0,5.0,3.0,1.0,28.0,1.0,21.0,15.0,0.0,0.0,1.0,9.0,27.0,5.49,14.0,5.0,3.0,2.0,3.0,0.0,3.0,0.61,2.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,3.0,5.0,4.0,6.0,66.7,2.0,2.0,0.0,2.0,1.0,11.0,3.0,0.0,227.0,2.0,14.0,58.0,159.0,30.0,226.0,22.0,9.0,40.9,13.0,59.1,127.0,892.0,471.0,22.0,10.0,15.0,8.0,1.0,149.0,42.0,44,13.0,4,68,0,6,29,0,2.00,7,6,+1,+0.20,+0.02,8.9,6.9,+2.0,+0.41,+0.29,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,14.0,1.0,8.0,11.1
Matty Cash,pl POL,DF,26,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,pl POL,DF,26.0,23.0,1.0,13.0,6.0,46.2,0.57,0.26,0.08,0.17,18.8,0.0,0.0,0.0,0.5,0.5,0.04,0.5,0.5,Matches,Aston Villa,732.0,945.0,77.5,12171.0,3259.0,362.0,406.0,89.2,306.0,389.0,78.7,52.0,106.0,49.1,1.0,1.1,1.3,-0.1,10.0,39.0,10.0,5.0,42.0,781.0,162.0,23.0,0.0,1.0,40.0,139.0,0.0,0.0,0.0,0.0,2.0,21.0,25.0,1.09,22.0,1.0,1.0,0.0,0.0,1.0,4.0,0.17,3.0,0.0,0.0,0.0,0.0,1.0,56.0,32.0,29.0,21.0,6.0,31.0,43.0,72.1,12.0,22.0,8.0,14.0,23.0,79.0,70.0,2.0,1186.0,90.0,432.0,463.0,304.0,42.0,1186.0,40.0,19.0,47.5,16.0,40.0,595.0,3700.0,1864.0,48.0,38.0,4.0,20.0,10.0,654.0,90.0,77,60.5,24,82,16,3,38,2,1.78,35,22,+13,+0.57,+0.97,31.5,28.4,+3.1,+0.13,-0.06,7.0,0.0,0.0,27.0,20.0,1.0,0.0,2.0,0.0,81.0,20.0,20.0,50.0
Morgan Rogers,eng ENG,"FW,MF",22,37,37,3114,34.6,8,10,18,8,0,0,10,0,6.6,6.6,7.8,14.4,114,123,188,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",22.0,34.6,8.0,55.0,20.0,36.4,1.59,0.58,0.15,0.4,15.9,0.0,0.0,0.0,6.6,6.6,0.12,1.4,1.4,Matches,Aston Villa,664.0,907.0,73.2,9771.0,3327.0,374.0,460.0,81.3,203.0,267.0,76.0,49.0,65.0,75.4,10.0,7.8,5.2,2.2,51.0,73.0,56.0,3.0,123.0,853.0,47.0,2.0,22.0,6.0,27.0,9.0,0.0,0.0,0.0,0.0,7.0,45.0,105.0,3.04,80.0,0.0,13.0,7.0,5.0,0.0,16.0,0.46,14.0,0.0,1.0,0.0,1.0,0.0,43.0,22.0,15.0,15.0,13.0,24.0,47.0,51.1,23.0,26.0,7.0,19.0,6.0,49.0,20.0,2.0,1362.0,43.0,200.0,592.0,597.0,142.0,1362.0,160.0,66.0,41.3,74.0,46.3,794.0,5594.0,3232.0,114.0,68.0,33.0,114.0,74.0,956.0,188.0,84,91.1,37,84,19,0,N/a,0,1.70,52,40,+12,+0.35,+1.82,51.3,43.5,+7.8,+0.23,+0.78,10.0,0.0,0.0,50.0,51.0,2.0,1.0,0.0,0.0,119.0,13.0,52.0,20.0
Oliwier Zych,pl POL,GK,20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,9,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ollie Watkins,eng ENG,FW,28,38,31,2598,28.9,16,8,24,14,2,2,2,0,15.3,13.8,3.3,17.1,55,31,165,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,FW,28.0,28.9,16.0,82.0,36.0,43.9,2.84,1.25,0.17,0.39,12.1,0.0,2.0,2.0,15.3,13.8,0.17,0.7,0.2,Matches,Aston Villa,307.0,424.0,72.4,3915.0,656.0,192.0,246.0,78.0,85.0,110.0,77.3,9.0,13.0,69.2,8.0,3.3,2.1,4.7,24.0,12.0,13.0,0.0,31.0,415.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,53.0,1.84,36.0,0.0,4.0,7.0,6.0,0.0,12.0,0.42,8.0,0.0,1.0,1.0,2.0,0.0,10.0,7.0,0.0,6.0,4.0,3.0,11.0,27.3,8.0,11.0,3.0,8.0,8.0,18.0,15.0,2.0,695.0,18.0,50.0,248.0,407.0,168.0,693.0,41.0,10.0,24.4,27.0,65.9,409.0,2243.0,1125.0,55.0,21.0,38.0,60.0,50.0,552.0,165.0,68,76.0,31,78,11,7,25,0,1.74,49,40,+9,+0.31,+0.53,43.8,38.7,+5.1,+0.18,+0.08,2.0,0.0,0.0,29.0,33.0,16.0,2.0,0.0,0.0,43.0,52.0,71.0,42.3
Opponent Total,N/a,N/a,26.3,38,418,3420,38.0,51,36,87,49,2,3,104,2,50.1,47.8,36.4,84.2,688,1315,1292,1.34,0.95,2.29,1.29,2.24,1.32,0.96,2.28,1.26,2.22,N/a,Aston Villa,N/a,N/a,26.3,38.0,38.0,3420.0,38.0,58.0,1.53,165.0,106.0,66.7,10.0,9.0,19.0,7.0,18.4,6.0,3.0,3.0,0.0,50.0,N/a,Aston Villa,0.0,9.0,2.0,57.7,0.33,1.7,0.04,149.0,380.0,39.2,882.0,167.0,30.6,32.4,262.0,42.0,34.2,462.0,40.0,8.7,44.0,1.16,13.1,N/a,N/a,26.3,38.0,51.0,460.0,153.0,33.3,12.11,4.03,0.11,0.32,16.7,10.0,2.0,3.0,50.1,47.8,0.11,0.9,1.2,N/a,Aston Villa,14438.0,17377.0,83.1,249107.0,83992.0,6870.0,7487.0,91.8,5962.0,6755.0,88.3,1278.0,2286.0,55.9,36.0,36.4,35.8,-0.4,336.0,1189.0,295.0,81.0,1315.0,15839.0,1445.0,441.0,66.0,96.0,683.0,474.0,172.0,112.0,30.0,5.0,93.0,276.0,818.0,21.53,637.0,52.0,38.0,46.0,29.0,16.0,86.0,2.26,66.0,3.0,5.0,4.0,5.0,3.0,685.0,387.0,322.0,258.0,105.0,299.0,626.0,47.8,327.0,419.0,136.0,283.0,347.0,1032.0,869.0,30.0,21614.0,2408.0,6804.0,9497.0,5515.0,886.0,21611.0,617.0,236.0,38.2,310.0,50.2,12031.0,65638.0,34386.0,688.0,462.0,205.0,491.0,327.0,14278.0,1292.0,90,100,418,80,263,157,18,185,1.03,51,58,-7,-0.18,N/a,50.1,56.1,-5.9,-0.16,N/a,104.0,2.0,1.0,510.0,394.0,93.0,2.0,6.0,2.0,1539.0,423.0,378.0,52.8
Pau Torres,es ESP,DF,27,24,23,2020,22.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,40,97,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,es ESP,DF,27.0,22.4,0.0,8.0,2.0,25.0,0.36,0.09,0.0,0.0,11.7,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,Matches,Aston Villa,1217.0,1369.0,88.9,21319.0,7907.0,521.0,547.0,95.2,602.0,644.0,93.5,79.0,148.0,53.4,0.0,0.1,0.4,-0.1,3.0,110.0,8.0,0.0,97.0,1248.0,117.0,67.0,4.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,0.62,11.0,0.0,0.0,3.0,0.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,21.0,15.0,11.0,8.0,2.0,10.0,17.0,58.8,7.0,16.0,11.0,5.0,10.0,31.0,75.0,2.0,1518.0,237.0,701.0,726.0,97.0,17.0,1518.0,17.0,15.0,88.2,2.0,11.8,965.0,6359.0,4176.0,40.0,27.0,0.0,6.0,5.0,1090.0,8.0,84,59.1,23,87,22,1,21,4,1.58,30,33,-3,-0.13,-0.78,30.7,29.5,+1.3,+0.06,-0.24,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,62.0,18.0,29.0,38.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Robin Olsen,se SWE,GK,34,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa,se SWE,GK,34.0,4.0,1.0,226.0,2.5,6.0,2.39,14.0,8.0,64.3,1.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,Matches,Aston Villa,0.0,0.0,0.0,6.3,0.4,0.3,0.12,19.0,54.0,35.2,75.0,1.0,42.7,35.9,26.0,84.6,60.0,40.0,3.0,7.5,0.0,0.0,8.6,se SWE,GK,34.0,2.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Aston Villa,65.0,101.0,64.4,2083.0,1590.0,11.0,11.0,100.0,32.0,32.0,100.0,22.0,58.0,37.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,65.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,110.0,94.0,109.0,1.0,0.0,0.0,110.0,0.0,0.0,N/a,0.0,N/a,50.0,270.0,132.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,57,6.6,1,90,1,3,45,26,0.75,2,6,-4,-1.59,-1.90,2.5,5.5,-2.9,-1.17,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,N/a
Ross Barkley,eng ENG,MF,30,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,0.62,0.27,0.10,0.37,0.27,0.37,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,30.0,6.5,3.0,16.0,5.0,31.3,2.48,0.77,0.19,0.6,14.2,0.0,0.0,0.0,1.8,1.8,0.11,1.2,1.2,Matches,Aston Villa,337.0,395.0,85.3,5232.0,1260.0,176.0,201.0,87.6,142.0,155.0,91.6,13.0,20.0,65.0,1.0,0.6,0.4,0.4,9.0,32.0,6.0,0.0,36.0,381.0,13.0,11.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,18.0,2.78,15.0,1.0,2.0,0.0,0.0,0.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,10.0,0.0,9.0,14.0,64.3,5.0,9.0,3.0,6.0,10.0,24.0,5.0,0.0,464.0,17.0,75.0,275.0,121.0,19.0,464.0,16.0,12.0,75.0,4.0,25.0,277.0,1560.0,733.0,15.0,15.0,2.0,7.0,8.0,328.0,10.0,29,17.0,3,85,2,17,19,4,1.75,10,10,0,0.00,-0.22,11.7,6.2,+5.5,+0.85,+0.84,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,6.0,4.0,60.0
Sil Swinkels,nl NED,DF,20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,5,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
