Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Ian Maatsen,nl NED,DF,22,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,31,50,104,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,22.0,12.7,1.0,19.0,5.0,26.3,1.5,0.4,0.05,0.2,22.1,0.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1,Matches,Aston Villa,609.0,747.0,81.5,9635.0,2492.0,307.0,346.0,88.7,263.0,309.0,85.1,26.0,52.0,50.0,2.0,2.7,2.4,-0.7,19.0,22.0,19.0,3.0,50.0,646.0,101.0,16.0,1.0,2.0,51.0,80.0,5.0,2.0,0.0,0.0,0.0,25.0,52.0,4.11,38.0,3.0,5.0,5.0,0.0,1.0,7.0,0.55,6.0,0.0,1.0,0.0,0.0,0.0,29.0,17.0,17.0,9.0,3.0,17.0,24.0,70.8,7.0,13.0,0.0,13.0,15.0,44.0,39.0,3.0,917.0,56.0,247.0,334.0,348.0,47.0,917.0,29.0,13.0,44.8,16.0,55.2,505.0,2636.0,1184.0,31.0,17.0,13.0,22.0,25.0,564.0,104.0,39,33.3,10,78,6,19,19,8,1.76,24,16,+8,+0.63,+0.67,24.0,17.2,+6.8,+0.53,+0.57,2.0,0.0,0.0,11.0,9.0,3.0,0.0,1.0,0.0,67.0,10.0,6.0,62.5
Jacob Ramsey,eng ENG,"FW,MF",23,29,19,1623,18.0,1,3,4,1,0,0,4,1,1.6,1.6,2.3,3.9,61,68,114,0.06,0.17,0.22,0.06,0.22,0.09,0.13,0.22,0.09,0.22,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",23.0,18.0,1.0,19.0,4.0,21.1,1.05,0.22,0.05,0.25,16.8,0.0,0.0,0.0,1.6,1.6,0.08,-0.6,-0.6,Matches,Aston Villa,497.0,586.0,84.8,6645.0,1578.0,334.0,366.0,91.3,133.0,159.0,83.6,15.0,20.0,75.0,3.0,2.3,2.2,0.7,21.0,31.0,21.0,1.0,68.0,581.0,2.0,0.0,3.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,15.0,51.0,2.83,40.0,0.0,4.0,1.0,6.0,0.0,8.0,0.44,7.0,0.0,0.0,0.0,1.0,0.0,30.0,15.0,14.0,10.0,6.0,10.0,20.0,50.0,10.0,23.0,4.0,19.0,8.0,38.0,8.0,1.0,762.0,12.0,146.0,272.0,359.0,74.0,762.0,46.0,25.0,54.3,13.0,28.3,496.0,3441.0,1766.0,61.0,31.0,21.0,42.0,23.0,577.0,114.0,56,47.5,19,68,2,10,34,0,1.79,25,26,-1,-0.06,-0.46,24.7,23.9,+0.8,+0.04,-0.22,4.0,1.0,1.0,13.0,28.0,5.0,1.0,0.0,0.0,83.0,7.0,13.0,35.0
Jaden Philogene Bidace,eng ENG,"FW,MF",22,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,17,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.20,0.13,0.20,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",22.0,3.7,0.0,7.0,0.0,0.0,1.9,0.0,0.0,N/a,16.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,Matches,Aston Villa,63.0,86.0,73.3,850.0,161.0,40.0,49.0,81.6,18.0,21.0,85.7,2.0,3.0,66.7,0.0,0.3,0.2,-0.3,1.0,1.0,3.0,0.0,4.0,85.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.36,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,7.0,0.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,3.0,14.0,2.0,1.0,145.0,4.0,27.0,54.0,66.0,14.0,145.0,15.0,4.0,26.7,8.0,53.3,75.0,520.0,239.0,7.0,5.0,7.0,7.0,3.0,83.0,17.0,30,9.7,2,78,1,9,20,3,1.64,2,5,-3,-0.81,-1.10,4.7,4.7,0.0,-0.01,-0.18,4.0,1.0,1.0,12.0,8.0,1.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0
Jamaldeen Jimoh,eng ENG,MF,17,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,7,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Joe Gauci,au AUS,GK,24,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,10,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
John McGinn,sct SCO,"MF,FW",29,34,27,2223,24.7,1,4,5,1,0,0,7,0,3.1,2.8,3.5,6.3,32,103,87,0.04,0.16,0.20,0.04,0.20,0.13,0.14,0.27,0.11,0.26,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,sct SCO,"MF,FW",29.0,24.7,1.0,31.0,5.0,16.1,1.26,0.2,0.03,0.2,17.0,1.0,0.0,0.0,3.1,2.8,0.09,-2.1,-1.8,Matches,Aston Villa,699.0,854.0,81.9,11807.0,3243.0,336.0,367.0,91.6,285.0,332.0,85.8,64.0,111.0,57.7,4.0,3.5,2.7,0.5,31.0,70.0,29.0,8.0,103.0,792.0,61.0,27.0,9.0,2.0,60.0,4.0,22.0,11.0,5.0,0.0,1.0,17.0,76.0,3.08,56.0,9.0,1.0,4.0,5.0,1.0,8.0,0.32,6.0,2.0,0.0,0.0,0.0,0.0,33.0,24.0,10.0,14.0,9.0,13.0,31.0,41.9,18.0,22.0,2.0,20.0,14.0,47.0,18.0,3.0,1072.0,31.0,164.0,558.0,361.0,58.0,1072.0,47.0,20.0,42.6,13.0,27.7,581.0,2930.0,1270.0,32.0,17.0,7.0,37.0,29.0,744.0,87.0,65,65.0,27,77,11,7,21,0,1.76,33,34,-1,-0.04,-0.64,35.8,34.8,+1.0,+0.04,-0.33,7.0,0.0,0.0,43.0,69.0,3.0,1.0,0.0,0.0,100.0,17.0,12.0,58.6
Jáder Durán,co COL,FW,20,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.00,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,co COL,FW,20.0,7.1,7.0,31.0,15.0,48.4,4.37,2.12,0.23,0.47,15.6,0.0,0.0,0.0,4.9,4.9,0.16,2.1,2.1,Matches,Aston Villa,115.0,163.0,70.6,1558.0,307.0,68.0,84.0,81.0,34.0,50.0,68.0,5.0,11.0,45.5,0.0,0.2,0.3,-0.2,4.0,10.0,1.0,0.0,13.0,155.0,7.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,18.0,2.54,9.0,0.0,0.0,4.0,3.0,2.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,1.0,2.0,5.0,1.0,4.0,25.0,3.0,5.0,0.0,5.0,0.0,8.0,13.0,0.0,263.0,13.0,36.0,110.0,122.0,47.0,263.0,14.0,3.0,21.4,9.0,64.3,133.0,535.0,267.0,7.0,7.0,2.0,16.0,15.0,192.0,44.0,32,18.7,4,60,0,16,25,1,1.50,12,12,0,0.00,-0.23,9.2,9.7,-0.5,-0.07,-0.28,3.0,1.0,0.0,14.0,15.0,5.0,0.0,0.0,0.0,19.0,19.0,19.0,50.0
Kadan Young,eng ENG,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Kosta Nedeljković,rs SRB,DF,18,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,rs SRB,DF,18.0,1.4,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Aston Villa,47.0,53.0,88.7,853.0,185.0,22.0,23.0,95.7,21.0,25.0,84.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,41.0,12.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,3.0,3.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,66.0,4.0,15.0,32.0,19.0,0.0,66.0,2.0,1.0,50.0,1.0,50.0,27.0,101.0,33.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,25,3.7,0,N/a,0,5,25,11,1.20,0,4,-4,-2.86,-3.16,1.9,2.1,-0.2,-0.13,-0.30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Lamare Bogarde,nl NED,"DF,MF",20,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,12,14,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,"DF,MF",20.0,5.3,0.0,1.0,1.0,100.0,0.19,0.19,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,Matches,Aston Villa,240.0,272.0,88.2,3682.0,1154.0,129.0,139.0,92.8,107.0,116.0,92.2,3.0,9.0,33.3,0.0,0.1,0.1,-0.1,2.0,24.0,1.0,0.0,14.0,239.0,31.0,14.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,1.89,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,6.0,6.0,2.0,10.0,16.0,62.5,6.0,5.0,3.0,2.0,1.0,15.0,13.0,0.0,325.0,16.0,95.0,191.0,40.0,4.0,325.0,4.0,2.0,50.0,1.0,25.0,173.0,1031.0,599.0,12.0,6.0,1.0,6.0,8.0,212.0,9.0,60,13.9,5,77,2,3,30,14,1.50,10,11,-1,-0.19,-0.43,7.5,9.3,-1.8,-0.34,-0.58,2.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,50.0
Leon Bailey,jm JAM,"FW,MF",26,24,14,1139,12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,jm JAM,"FW,MF",26.0,12.7,1.0,28.0,6.0,21.4,2.21,0.47,0.04,0.17,17.3,2.0,0.0,0.0,1.7,1.7,0.06,-0.7,-0.7,Matches,Aston Villa,277.0,390.0,71.0,4313.0,1055.0,152.0,186.0,81.7,100.0,123.0,81.3,18.0,38.0,47.4,2.0,1.5,3.0,0.5,16.0,16.0,20.0,2.0,35.0,369.0,18.0,0.0,5.0,1.0,34.0,1.0,17.0,9.0,0.0,0.0,3.0,24.0,38.0,3.01,23.0,1.0,8.0,3.0,3.0,0.0,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,3.0,2.0,3.0,11.0,27.3,8.0,6.0,0.0,6.0,3.0,10.0,12.0,0.0,545.0,18.0,77.0,155.0,323.0,70.0,545.0,57.0,22.0,38.6,24.0,42.1,348.0,2582.0,1371.0,58.0,23.0,34.0,35.0,25.0,390.0,121.0,47,33.3,14,65,2,10,23,5,1.54,22,19,+3,+0.24,+0.08,20.3,13.7,+6.7,+0.53,+0.55,3.0,0.0,0.0,12.0,18.0,3.0,1.0,0.0,0.0,59.0,6.0,9.0,40.0
Lucas Digne,fr FRA,DF,31,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0.00,0.15,0.15,0.00,0.15,0.03,0.18,0.21,0.03,0.21,Matches,Aston Villa,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,fr FRA,DF,31.0,26.1,0.0,13.0,3.0,23.1,0.5,0.11,0.0,0.0,22.7,5.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,Matches,Aston Villa,956.0,1277.0,74.9,15607.0,5137.0,483.0,549.0,88.0,389.0,496.0,78.4,62.0,155.0,40.0,4.0,4.7,4.0,-0.7,36.0,44.0,30.0,19.0,57.0,1017.0,258.0,44.0,2.0,4.0,140.0,155.0,57.0,37.0,10.0,0.0,2.0,41.0,66.0,2.53,42.0,18.0,1.0,4.0,0.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,40.0,16.0,9.0,44.0,66.0,66.7,22.0,23.0,4.0,19.0,25.0,90.0,89.0,1.0,1527.0,97.0,541.0,457.0,539.0,28.0,1527.0,19.0,9.0,47.4,9.0,47.4,683.0,2983.0,1346.0,23.0,14.0,4.0,17.0,16.0,820.0,142.0,73,68.7,28,80,13,4,30,6,1.59,34,36,-2,-0.08,-0.83,32.7,34.7,-2.0,-0.08,-0.75,4.0,0.0,0.0,21.0,16.0,7.0,0.0,0.0,0.0,104.0,37.0,28.0,56.9
